OTU2614	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;Bartonella coopersplainsensis	1;0.396286;0.396286;0.396286;0.396286;0.396286;0.396092
OTU1637	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	1;1;1;1;0.904212
OTU705	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	1;1;1;1;0.981954
OTU1119	Bacteria;Firmicutes;Clostridia;Clostridiales	1;0.843494;0.651024;0.651024
OTU1226	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Runella;Runella defluvii	1;1;1;1;1;0.997437;0.805201
OTU1083	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Dysgonomonas	1;1;1;1;1;0.761684
OTU1970	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	1;1;1;1;1
OTU2578	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter	1;1;1;1;1;0.857145
OTU72	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	1;1;0.67335;0.67335;0.67335;0.67335
OTU231	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma	1;1;1;1;1;1
OTU3443	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	1;1;1;1;0.983139;0.797264
OTU3699	Bacteria;Firmicutes;Clostridia;Clostridiales	1;1;1;1
OTU3852	Bacteria;Tenericutes;Mollicutes	1;0.885671;0.885671
OTU2448	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia	1;0.714286;0.571429;0.285714;0.285714;0.142857
OTU568	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus callidus	1;1;1;1;1;0.999986;0.470834
OTU3202	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	1;1;1;1;0.995402;0.995384
OTU3736	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	1;1;1;1;0.758334;0.758334
OTU1099	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii	1;1;1;1;0.949925;0.907161;0.907161
OTU1090	Bacteria;Firmicutes;Clostridia;Clostridiales	1;1;1;1
OTU667;OTU540	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus callidus	2;2;2;2;2;1.99997;0.918684
OTU435	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella	1;1;1;1;0.980061;0.98002
OTU2511	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	1;1;1;1;1;0.783515
OTU3614	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio	1;1;1;1;0.999993;0.687718
OTU1935	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIV. Incertae Sedis;Anaerobranca	1;0.999996;0.999996;0.999996;0.999996;0.999996
