LWR	fract	aLWR	afract	taxopath
0.1636	4.169e-05	0.1636	4.169e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus rupicaprae
0.03902	9.946e-06	0.03902	9.946e-06	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus macacae
0.05045	1.286e-05	0.05045	1.286e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus tigurinus
0.6357	0.000162	1.031	0.0002629	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
4.497e-06	1.146e-09	4.497e-06	1.146e-09	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus raffinolactis
0.009048	2.306e-06	0.009048	2.306e-06	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus sp. 516
0.008911	2.272e-06	0.008911	2.272e-06	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus garvieae
0.1887	4.81e-05	0.1887	4.81e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis
0.189	4.818e-05	0.189	4.818e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus taiwanensis
1.636e-06	4.17e-10	1.636e-06	4.17e-10	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus fujiensis
1.091	0.0002782	5.106	0.001301	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae
0	0	2.844	0.0007249	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Allofustis
2.844	0.0007249	2.844	0.0007249	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Allofustis;Allofustis seminis
0.1271	3.241e-05	0.9408	0.0002398	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium
0.4219	0.0001075	0.4219	0.0001075	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium;Alkalibacterium putridalgicola
0.05991	1.527e-05	0.05991	1.527e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium;Alkalibacterium iburiense
0.05948	1.516e-05	0.05948	1.516e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium;Alkalibacterium psychrotolerans
0.2724	6.945e-05	0.2724	6.945e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium;Alkalibacterium olivapovliticus
0	0	0.1367	3.485e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Lacticigenium
0.1367	3.485e-05	0.1367	3.485e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Lacticigenium;Lacticigenium naphtae
0.06973	1.778e-05	0.09295	2.369e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus
0.02321	5.918e-06	0.02321	5.918e-06	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;Trichococcus flocculiformis
0.06224	1.587e-05	5.871	0.001496	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae
0.7576	0.0001931	4.181	0.001066	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
0.9844	0.0002509	0.9844	0.0002509	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus silesiacus
0.7031	0.0001792	0.7031	0.0001792	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus casseliflavus
0.4219	0.0001075	0.4219	0.0001075	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus pseudoavium
0.2812	7.169e-05	0.2812	7.169e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus canintestini
0.2395	6.105e-05	0.2395	6.105e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus columbae
0.08365	2.132e-05	0.08365	2.132e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus sp. 11097
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus devriesei
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus hermanniensis
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus phoeniculicola
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus sp. ORL-24
0.2626	6.693e-05	1.379	0.0003514	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus
0.5098	0.00013	0.5098	0.00013	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus;Tetragenococcus muriaticus
0.6062	0.0001545	0.6062	0.0001545	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus;Tetragenococcus osmophilus
0	0	0.009052	2.307e-06	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Pilibacter
0.009052	2.307e-06	0.009052	2.307e-06	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Pilibacter;Pilibacter termitis
0	0	0.2398	6.112e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Catellicoccus
0.2398	6.112e-05	0.2398	6.112e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Catellicoccus;Catellicoccus marimammalium
0.3029	7.72e-05	12.05	0.003073	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae
2.048	0.0005221	5.605	0.001429	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella
0.2813	7.169e-05	0.2813	7.169e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella ghanensis
0.3013	7.68e-05	0.3013	7.68e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella fabaria
0.3019	7.696e-05	0.3019	7.696e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella fabalis
0.1763	4.495e-05	0.1763	4.495e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella beninensis
0.1423	3.627e-05	0.1423	3.627e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella paramesenteroides
0.1423	3.627e-05	0.1423	3.627e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella confusa
0.1426	3.634e-05	0.1426	3.634e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella cibaria
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella hellenica
0.1428	3.64e-05	0.1428	3.64e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella thailandensis
0.3181	8.109e-05	0.3181	8.109e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella minor
0.5472	0.0001395	0.5472	0.0001395	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella koreensis
0.4593	0.0001171	0.4593	0.0001171	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella ceti
0.4583	0.0001168	0.4583	0.0001168	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella viridescens
1.296	0.0003302	2.749	0.0007008	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Oenococcus
0.4803	0.0001224	0.4803	0.0001224	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Oenococcus;Oenococcus kitaharae
0.4868	0.0001241	0.4868	0.0001241	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Oenococcus;Oenococcus oeni
0.4868	0.0001241	0.4868	0.0001241	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Oenococcus;Oenococcus sp. M7.2.18
1.75	0.000446	3.398	0.0008661	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc
0.2414	6.153e-05	0.2414	6.153e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc mesenteroides
0.256	6.526e-05	0.256	6.526e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc citreum
0.2563	6.532e-05	0.2563	6.532e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc holzapfelii
0.2564	6.535e-05	0.2564	6.535e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc lactis
0.2563	6.532e-05	0.2563	6.532e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc palmae
0.09639	2.457e-05	0.09639	2.457e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc carnosum
0.09673	2.466e-05	0.09673	2.466e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc inhae
0.1888	4.812e-05	0.1888	4.812e-05	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc kimchii
6.957	0.001774	36.52	0.009309	Bacteria;Firmicutes;Bacilli;Bacillales
0	0	4.1	0.001045	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae
0.8521	0.0002172	4.1	0.001045	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus
0.7714	0.0001966	0.7714	0.0001966	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus inulinus
0.772	0.0001968	0.772	0.0001968	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus terrae
0.7129	0.0001817	0.7129	0.0001817	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus kofuensis
0.4277	0.000109	0.4277	0.000109	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus laevolacticus
0.2856	7.28e-05	0.2856	7.28e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus nakayamae
0.1855	4.728e-05	0.1855	4.728e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus putidus
0.0925	2.358e-05	0.0925	2.358e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus vineae
0.1767	4.505e-05	6.978	0.001779	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae
3.525	0.0008987	6.801	0.001734	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus
0.2322	5.919e-05	0.2322	5.919e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus contaminans
0.0001035	2.639e-08	0.0001035	2.639e-08	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus pomorum
0.2252	5.74e-05	0.2252	5.74e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus disulfidooxidans
0.3097	7.894e-05	0.3097	7.894e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus shizuokensis
0.3067	7.818e-05	0.3067	7.818e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus kakegawensis
0.1447	3.689e-05	0.1447	3.689e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus herbarius
0.3496	8.911e-05	0.3496	8.911e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus pohliae
0.3042	7.755e-05	0.3042	7.755e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus sacchari
0.303	7.725e-05	0.303	7.725e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus hesperidum
0.1626	4.144e-05	0.1626	4.144e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus tolerans
0.6865	0.000175	0.6865	0.000175	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus sp. CCUG 53762
0.188	4.793e-05	0.188	4.793e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus ferrooxydans
0.06329	1.613e-05	0.06329	1.613e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus acidocaldarius
0.2031	5.177e-05	9.926	0.00253	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae
0	0	0.273	6.958e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldalkalibacillus
0.273	6.958e-05	0.273	6.958e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldalkalibacillus;Caldalkalibacillus uzonensis
0	0	9.45	0.002409	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
9.333	0.002379	9.333	0.002379	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus schlegelii
0.1177	3.001e-05	0.1177	3.001e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus locisalis
0	0	4.426e-05	1.128e-08	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calditerricola
4.426e-05	1.128e-08	4.426e-05	1.128e-08	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calditerricola;Calditerricola yamamurae
2.676	0.0006822	8.556	0.002181	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae
0	0	0.2334	5.95e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Seinonella
0.2334	5.95e-05	0.2334	5.95e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Seinonella;Seinonella peptonophila
0.002682	6.838e-07	0.4392	0.0001119	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Mechercharimyces
0.3343	8.522e-05	0.3343	8.522e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Mechercharimyces;Mechercharimyces mesophilus
0.1022	2.604e-05	0.1022	2.604e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Mechercharimyces;Mechercharimyces asporophorigenens
0	0	0.3995	0.0001018	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoflavimicrobium
0.3995	0.0001018	0.3995	0.0001018	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoflavimicrobium;Thermoflavimicrobium dichotomicum
0.1393	3.551e-05	0.5427	0.0001383	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoactinomyces
0.4034	0.0001028	0.4034	0.0001028	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces vulgaris
0	0	0.1977	5.04e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Hazenella
0.1977	5.04e-05	0.1977	5.04e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Hazenella;Hazenella coriacea
0.8261	0.0002106	1.732	0.0004414	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Laceyella
0.1586	4.043e-05	0.1586	4.043e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Laceyella;Laceyella sacchari
0.1595	4.067e-05	0.1595	4.067e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Laceyella;Laceyella tengchongensis
0.5076	0.0001294	0.5076	0.0001294	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Laceyella;Laceyella putida
0.07973	2.032e-05	0.07973	2.032e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Laceyella;Laceyella sediminis
0.000169	4.307e-08	0.692	0.0001764	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Melghirimyces
0.06035	1.538e-05	0.06035	1.538e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Melghirimyces;Melghirimyces algeriensis
0.6315	0.000161	0.6315	0.000161	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Melghirimyces;Melghirimyces thermohalophilus
0	0	0.2445	6.232e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Shimazuella
0.2445	6.232e-05	0.2445	6.232e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Shimazuella;Shimazuella kribbensis
0	0	0.8105	0.0002066	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Polycladomyces
0.8105	0.0002066	0.8105	0.0002066	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Polycladomyces;Polycladomyces abyssicola
0	0	0.1022	2.605e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Desmospora
0.1022	2.605e-05	0.1022	2.605e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Desmospora;Desmospora activa
0.0001188	3.029e-08	0.4868	0.0001241	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Planifilum
0.4867	0.0001241	0.4867	0.0001241	Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Planifilum;Planifilum sp. P8
0	0	66.58	0.01697	Bacteria;Firmicutes;Negativicutes
2.294	0.0005847	66.58	0.01697	Bacteria;Firmicutes;Negativicutes;Selenomonadales
18.5	0.004716	46.78	0.01192	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae
0	0	1.702	0.0004339	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Propionispora
1.702	0.0004339	1.702	0.0004339	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Propionispora;Propionispora hippei
0	0	7.455	0.0019	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas
1.558e-05	3.97e-09	1.558e-05	3.97e-09	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas sputigena
6.135	0.001564	6.135	0.001564	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas ruminantium
1.1	0.0002804	1.1	0.0002804	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas lacticifex
6.727e-05	1.715e-08	6.727e-05	1.715e-08	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas bovis
0.1016	2.589e-05	0.1016	2.589e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas dianae
0.02032	5.18e-06	0.02032	5.18e-06	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas flueggei
0.09887	2.52e-05	0.09887	2.52e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas infelix
0	0	0.8817	0.0002248	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dendrosporobacter
0.8817	0.0002248	0.8817	0.0002248	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dendrosporobacter;Dendrosporobacter quercicolus
0	0	1.799	0.0004586	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeroglobus
1.799	0.0004586	1.799	0.0004586	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeroglobus;Anaeroglobus geminatus
0	0	0.7284	0.0001857	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera
0.7284	0.0001857	0.7284	0.0001857	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;Megasphaera paucivorans
4.087	0.001042	8.5	0.002167	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella
0.3905	9.953e-05	0.3905	9.953e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella criceti
0.9837	0.0002507	0.9837	0.0002507	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella atypica
0.1548	3.946e-05	0.1548	3.946e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella parvula
0.1544	3.936e-05	0.1544	3.936e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella rodentium
0.5819	0.0001483	0.5819	0.0001483	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella denticariosi
1.768	0.0004506	1.768	0.0004506	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella dispar
0.2305	5.876e-05	0.2305	5.876e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella caviae
0.1473	3.755e-05	0.1473	3.755e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella rogosae
0.002946	7.51e-07	0.002946	7.51e-07	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella magna
0	0	0.2078	5.298e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaerospora
0.2078	5.298e-05	0.2078	5.298e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaerospora;Anaerospora hongkongensis
0.2857	7.283e-05	0.4285	0.0001092	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Pectinatus
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Pectinatus;Pectinatus cerevisiiphilus
0.0005612	1.431e-07	0.3439	8.767e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Mitsuokella
0.2007	5.115e-05	0.2007	5.115e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Mitsuokella;Mitsuokella multacida
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Mitsuokella;Mitsuokella jalaludinii
0	0	0.07596	1.936e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaerovibrio
0.07596	1.936e-05	0.07596	1.936e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaerovibrio;Anaerovibrio lipolyticus
0.0177	4.512e-06	1.045	0.0002664	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister
0.05401	1.377e-05	0.05401	1.377e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;Dialister propionicifaciens
0.9734	0.0002481	0.9734	0.0002481	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;Dialister invisus
2.072e-06	5.281e-10	2.072e-06	5.281e-10	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;Dialister succinatiphilus
0	0	0.1549	3.948e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Zymophilus
0.1493	3.807e-05	0.1493	3.807e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Zymophilus;Zymophilus paucivorans
0.005545	1.413e-06	0.005545	1.413e-06	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Zymophilus;Zymophilus raffinosivorans
0	0	2.093	0.0005336	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Negativicoccus
2.093	0.0005336	2.093	0.0005336	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Negativicoccus;Negativicoccus succinicivorans
0.04273	1.089e-05	1	0.0002549	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megamonas
0.9573	0.000244	0.9573	0.000244	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megamonas;Megamonas funiformis
5.201e-06	1.326e-09	5.201e-06	1.326e-09	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megamonas;Megamonas hypermegale
0	0	0.1788	4.557e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaerosinus
0.1788	4.557e-05	0.1788	4.557e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaerosinus;Anaerosinus glycerini
0.04734	1.207e-05	1.389	0.0003541	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporomusa
0.09911	2.526e-05	0.09911	2.526e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporomusa;Sporomusa sphaeroides
0.09916	2.528e-05	0.09916	2.528e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporomusa;Sporomusa aerivorans
0.1415	3.608e-05	0.1415	3.608e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporomusa;Sporomusa acidovorans
0.8591	0.000219	0.8591	0.000219	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporomusa;Sporomusa paucivorans
