LWR	fract	aLWR	afract	taxopath
0.0001395	3.556e-08	0.0001395	3.556e-08	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Kribbella;Kribbella aluminosa
0.0001395	3.556e-08	0.0001395	3.556e-08	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Kribbella;Kribbella sancticallisti
0	0	0.02478	6.316e-06	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Jiangellaceae
0.01224	3.121e-06	0.02478	6.316e-06	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Jiangellaceae;Jiangella
0.01253	3.195e-06	0.01253	3.195e-06	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Jiangellaceae;Jiangella;Jiangella muralis
0	0	0.1718	4.38e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae
0.002239	5.708e-07	0.1718	4.38e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Nocardia
0.02897	7.384e-06	0.02897	7.384e-06	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Nocardia;Nocardia puris
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Nocardia;Nocardia sp. W9851
0	0	0.3744	9.544e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae
0.0004522	1.153e-07	0.2315	5.901e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;Modestobacter
0.2311	5.89e-05	0.2311	5.89e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;Modestobacter;Modestobacter marinus
3.489e-05	8.894e-09	0.1429	3.643e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;Geodermatophilus
0.1429	3.642e-05	0.1429	3.642e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;Geodermatophilus;Geodermatophilus obscurus
0	0	0.1614	4.115e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae
7.882e-05	2.009e-08	0.1614	4.115e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium
0.1613	4.113e-05	0.1613	4.113e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium;Brevibacterium linens
0	0	0.3777	9.629e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sporichthyaceae
0.1259	3.21e-05	0.3777	9.629e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sporichthyaceae;Sporichthya
0.126	3.212e-05	0.126	3.212e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sporichthyaceae;Sporichthya;Sporichthya brevicatena
0.1258	3.207e-05	0.1258	3.207e-05	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sporichthyaceae;Sporichthya;Sporichthya polymorpha
0	0	179.6	0.04578	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales
36.8	0.009381	179.6	0.04578	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae
0	0	31.18	0.007949	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Olsenella
30.11	0.007676	30.11	0.007676	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Olsenella;Olsenella uli
0.4003	0.0001021	0.4003	0.0001021	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Olsenella;Olsenella profusa
0.6678	0.0001702	0.6678	0.0001702	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Olsenella;Olsenella umbonata
5.556e-05	1.416e-08	5.556e-05	1.416e-08	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Olsenella;Olsenella sp. SK9K4
83.9	0.02139	87.65	0.02234	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium
0.6506	0.0001658	0.6506	0.0001658	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium;Atopobium vaginae
1.407	0.0003587	1.407	0.0003587	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium;Atopobium minutum
0.5642	0.0001438	0.5642	0.0001438	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium;Atopobium fossor
0.7248	0.0001847	0.7248	0.0001847	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium;Atopobium parvulum
0.4026	0.0001026	0.4026	0.0001026	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium;Atopobium rimae
19.17	0.004886	23.95	0.006104	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Slackia
0.893	0.0002276	0.893	0.0002276	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Slackia;Slackia piriformis
0.2857	7.283e-05	0.2857	7.283e-05	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Slackia;Slackia faecicanis
2.783	0.0007093	2.783	0.0007093	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Slackia;Slackia equolifaciens
0.5786	0.0001475	0.5786	0.0001475	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Slackia;Slackia exigua
0.237	6.041e-05	0.237	6.041e-05	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Slackia;Slackia heliotrinireducens
0	0	6.642	0.001693	Bacteria;Actinobacteria;Actinobacteria;Rubrobacterales
0	0	6.642	0.001693	Bacteria;Actinobacteria;Actinobacteria;Rubrobacterales;Rubrobacteraceae
1.416	0.000361	6.642	0.001693	Bacteria;Actinobacteria;Actinobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter
4.654	0.001186	4.654	0.001186	Bacteria;Actinobacteria;Actinobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter bracarensis
0.3574	9.11e-05	0.3574	9.11e-05	Bacteria;Actinobacteria;Actinobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter taiwanensis
0.2144	5.465e-05	0.2144	5.465e-05	Bacteria;Actinobacteria;Actinobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter xylanophilus
0.7554	0.0001926	1.531	0.0003903	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales
0	0	0.6458	0.0001646	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae
0	0	0.6458	0.0001646	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix
0.6458	0.0001646	0.6458	0.0001646	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix;Ferrithrix thermotolerans
0	0	0.13	3.313e-05	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Iamiaceae
0	0	0.13	3.313e-05	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Iamiaceae;Iamia
0.13	3.313e-05	0.13	3.313e-05	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Iamiaceae;Iamia;Iamia majanohamensis
0	0	1.329	0.0003387	Bacteria;Actinobacteria;Actinobacteria;Nitriliruptorales
0	0	1.329	0.0003387	Bacteria;Actinobacteria;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae
0	0	1.329	0.0003387	Bacteria;Actinobacteria;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor
1.329	0.0003387	1.329	0.0003387	Bacteria;Actinobacteria;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;Nitriliruptor alkaliphilus
0	0	0.5053	0.0001288	Bacteria;Actinobacteria;Actinobacteria;Gaiellales
0	0	0.5053	0.0001288	Bacteria;Actinobacteria;Actinobacteria;Gaiellales;Gaiellaceae
0	0	0.5053	0.0001288	Bacteria;Actinobacteria;Actinobacteria;Gaiellales;Gaiellaceae;Gaiella
0.5053	0.0001288	0.5053	0.0001288	Bacteria;Actinobacteria;Actinobacteria;Gaiellales;Gaiellaceae;Gaiella;Gaiella occulta
0.04361	1.112e-05	0.106	2.703e-05	Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales
0	0	0.06243	1.592e-05	Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Conexibacteraceae
0.0227	5.785e-06	0.06243	1.592e-05	Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Conexibacteraceae;Conexibacter
0.03974	1.013e-05	0.03974	1.013e-05	Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter arvalis
0	0	0.1615	4.117e-05	Bacteria;Actinobacteria;Actinobacteria;Thermoleophilales
0	0	0.1615	4.117e-05	Bacteria;Actinobacteria;Actinobacteria;Thermoleophilales;Thermoleophilaceae
0	0	0.1615	4.117e-05	Bacteria;Actinobacteria;Actinobacteria;Thermoleophilales;Thermoleophilaceae;Thermoleophilum
0.1615	4.117e-05	0.1615	4.117e-05	Bacteria;Actinobacteria;Actinobacteria;Thermoleophilales;Thermoleophilaceae;Thermoleophilum;Thermoleophilum album
0	0	0.1615	4.116e-05	Bacteria;Actinobacteria;Actinobacteria;Euzebyales
0	0	0.1615	4.116e-05	Bacteria;Actinobacteria;Actinobacteria;Euzebyales;Euzebyaceae
0	0	0.1615	4.116e-05	Bacteria;Actinobacteria;Actinobacteria;Euzebyales;Euzebyaceae;Euzebya
0.1615	4.116e-05	0.1615	4.116e-05	Bacteria;Actinobacteria;Actinobacteria;Euzebyales;Euzebyaceae;Euzebya;Euzebya tangerina
0	0	110.6	0.02819	Bacteria;Tenericutes
37.87	0.009654	110.6	0.02819	Bacteria;Tenericutes;Mollicutes
1.047	0.0002669	26.93	0.006864	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales
0	0	23.01	0.005866	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae
1.29	0.0003288	23.01	0.005866	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma
0.1059	2.698e-05	0.1059	2.698e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma diminutum
2.853	0.0007271	2.853	0.0007271	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma insolitum
1.744	0.0004445	1.744	0.0004445	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma platyhelix
0.2812	7.169e-05	0.2812	7.169e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma atrichopogonis
16.18	0.004125	16.18	0.004125	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma taiwanense
0.1027	2.619e-05	0.1027	2.619e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma lampyridicola
0.01473	3.754e-06	0.01473	3.754e-06	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma alleghenense
0.0147	3.747e-06	0.0147	3.747e-06	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma sabaudiense
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma gladiatoris
0.04748	1.21e-05	0.04748	1.21e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma poulsonii
0.04972	1.267e-05	0.04972	1.267e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma mirum
0.08702	2.218e-05	0.08702	2.218e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma eriocheiris
0.09877	2.518e-05	0.09877	2.518e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma chrysopicola
0.1428	3.641e-05	2.866	0.0007307	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae
0.4531	0.0001155	2.724	0.0006943	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma
0.8528	0.0002174	0.8528	0.0002174	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma coleopterae
0.5647	0.000144	0.5647	0.000144	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma tabanidae
0.2835	7.226e-05	0.2835	7.226e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma entomophilum
0.1417	3.613e-05	0.1417	3.613e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma syrphidae
0.1426	3.634e-05	0.1426	3.634e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma chauliocola
0.1423	3.627e-05	0.1423	3.627e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma seiffertii
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma corruscae
0	0	12.9	0.003289	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales
0	0	12.9	0.003289	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae
11.12	0.002833	12.1	0.003085	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma
0.1765	4.499e-05	0.1765	4.499e-05	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;Anaeroplasma abactoclasticum
0.4061	0.0001035	0.4061	0.0001035	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;Anaeroplasma varium
0.4053	0.0001033	0.4053	0.0001033	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;Anaeroplasma bactoclasticum
0	0	0.7986	0.0002036	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Asteroleplasma
0.7986	0.0002036	0.7986	0.0002036	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Asteroleplasma;Asteroleplasma anaerobium
0	0	24.8	0.006321	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales
0	0	24.8	0.006321	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae
13.17	0.003357	24.8	0.006321	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
1.328	0.0003385	1.328	0.0003385	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae
1.059	0.0002699	1.059	0.0002699	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma genitalium
0.9265	0.0002362	0.9265	0.0002362	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma penetrans
0.8572	0.0002185	0.8572	0.0002185	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pirum
0.9288	0.0002367	0.9288	0.0002367	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma feliminutum
0.3019	7.695e-05	0.3019	7.695e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma citelli
0.3019	7.695e-05	0.3019	7.695e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma phocirhinis
6.823e-05	1.739e-08	6.823e-05	1.739e-08	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma oxoniensis
0.0002724	6.944e-08	0.0002724	6.944e-08	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma columborale
1.266	0.0003226	1.266	0.0003226	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma bovis
0.8201	0.0002091	0.8201	0.0002091	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pulmonis
0.6441	0.0001642	0.6441	0.0001642	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma iguanae
0.1357	3.46e-05	0.1357	3.46e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma flocculare
0.1357	3.458e-05	0.1357	3.458e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma bovoculi
0.226	5.762e-05	0.226	5.762e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma ovipneumoniae
0.1358	3.461e-05	0.1358	3.461e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma conjunctivae
0.1356	3.457e-05	0.1356	3.457e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyopneumoniae
0.223	5.685e-05	0.223	5.685e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sualvi
0.2329	5.937e-05	0.2329	5.937e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma dispar
0.1642	4.186e-05	0.1642	4.186e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma moatsii
7.397e-05	1.885e-08	7.397e-05	1.885e-08	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma elephantis
0.02928	7.463e-06	0.02928	7.463e-06	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma equigenitalium
0.1417	3.613e-05	0.1417	3.613e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma caviae
0.2119	5.401e-05	0.2119	5.401e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma leopharyngis
0.2127	5.423e-05	0.2127	5.423e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma maculosum
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma agalactiae
0.03608	9.197e-06	0.03608	9.197e-06	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma orale
0.5312	0.0001354	0.5312	0.0001354	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma columbinasale
0.1048	2.671e-05	0.1048	2.671e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma adleri
0.07716	1.967e-05	0.07716	1.967e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma fermentans
0.03196	8.148e-06	0.03196	8.148e-06	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma spermatophilum
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma gallinaceum
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma verecundum
0	0	8.071	0.002057	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales
0	0	8.071	0.002057	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae
2.256	0.0005752	8.071	0.002057	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma
4.754	0.001212	4.754	0.001212	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma parvum
0.2299	5.859e-05	0.2299	5.859e-05	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma morum
0.4814	0.0001227	0.4814	0.0001227	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma brassicae
0.1275	3.25e-05	0.1275	3.25e-05	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma granularum
8.76e-05	2.233e-08	8.76e-05	2.233e-08	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma palmae
0.07545	1.923e-05	0.07545	1.923e-05	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma pleciae
0.07545	1.923e-05	0.07545	1.923e-05	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma equifetale
0.0711	1.812e-05	0.0711	1.812e-05	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma modicum
0	0	1.041	0.0002654	Bacteria;Thermodesulfobacteria
0	0	1.041	0.0002654	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria
0	0	1.041	0.0002654	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales
0	0	1.041	0.0002654	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae
0	0	1.041	0.0002654	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Caldimicrobium
1.041	0.0002654	1.041	0.0002654	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Caldimicrobium;Caldimicrobium rimae
0	0	3.058	0.0007796	Bacteria;Nitrospirae
0	0	3.058	0.0007796	Bacteria;Nitrospirae;Nitrospira
0	0	3.058	0.0007796	Bacteria;Nitrospirae;Nitrospira;Nitrospirales
2.63	0.0006705	3.058	0.0007796	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae
0.019	4.842e-06	0.019	4.842e-06	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum
0.2986	7.612e-05	0.4029	0.0001027	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Thermodesulfovibrio
0.03507	8.94e-06	0.03507	8.94e-06	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Thermodesulfovibrio;Thermodesulfovibrio thiophilus
3.384e-05	8.626e-09	3.384e-05	8.626e-09	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Thermodesulfovibrio;Thermodesulfovibrio hydrogeniphilus
0.06917	1.763e-05	0.06917	1.763e-05	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Thermodesulfovibrio;Thermodesulfovibrio islandicus
0	0	0.006014	1.533e-06	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira
0.006014	1.533e-06	0.006014	1.533e-06	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira moscoviensis
0	0	32.7	0.008335	Bacteria;Chrysiogenetes
0	0	32.7	0.008335	Bacteria;Chrysiogenetes;Chrysiogenetes
0	0	32.7	0.008335	Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales
0.8555	0.0002181	32.7	0.008335	Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae
0.6347	0.0001618	30.49	0.007772	Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae;Desulfurispirillum
29.69	0.007569	29.69	0.007569	Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae;Desulfurispirillum;Desulfurispirillum indicum
0.1622	4.134e-05	0.1622	4.134e-05	Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae;Desulfurispirillum;Desulfurispirillum alkaliphilum
0	0	1.321	0.0003368	Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae;Desulfurispira
1.321	0.0003368	1.321	0.0003368	Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae;Desulfurispira;Desulfurispira natronophila
0	0	0.03438	8.763e-06	Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae;Chrysiogenes
0.03438	8.763e-06	0.03438	8.763e-06	Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae;Chrysiogenes;Chrysiogenes arsenatis
0	0	26.04	0.006638	Bacteria;Spirochaetes
0	0	26.04	0.006638	Bacteria;Spirochaetes;Spirochaetia
2.804	0.0007149	26.04	0.006638	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales
1.189	0.000303	7.958	0.002028	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae
1.088	0.0002773	4.631	0.001181	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema
0.2181	5.559e-05	0.2181	5.559e-05	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema succinifaciens
0.6018	0.0001534	0.6018	0.0001534	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema amylovorum
0.4501	0.0001147	0.4501	0.0001147	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema saccharophilum
0.1464	3.732e-05	0.1464	3.732e-05	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema bryantii
