	Kingdom	Kingdom confidence	Phylum	Phylum confidence	Class	Class confidence	Order	Order confidence	Family	Family confidence	Genus	Genus confidence
Otu262	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	99	Clostridium XlVa	25.0
Otu93	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Clostridiales_Incertae Sedis XIII	83	Ihubacter	76.0
Otu191	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Clostridium XlVa	27.0
Otu158	Bacteria	99	Firmicutes	87	Clostridia	83	Clostridiales	81	Clostridiales_Incertae Sedis XIII	17	Alterileibacterium	17.0
Otu95	Bacteria	100	Proteobacteria	41	Gammaproteobacteria	27	Cellvibrionales	19	Cellvibrionaceae	18	Pseudoteredinibacter	17.0
Otu120	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Micrococcales	100	Microbacteriaceae	100	Microbacterium	97.0
Otu175	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Acetatifactor	89.0
Otu150	Bacteria	100	Firmicutes	82	Clostridia	73	Clostridiales	73	Tissierellaceae	29	Sporanaerobacter	27.0
Otu121	Bacteria	100	Firmicutes	100	Clostridia	99	Clostridiales	99	Lachnospiraceae	98	Clostridium XlVa	32.0
Otu167	Bacteria	100	Firmicutes	95	Clostridia	89	Clostridiales	88	Clostridiales_incertae_sedis	11	Marinisporobacter	9.0
Otu193	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Clostridium XlVa	25.0
Otu260	Bacteria	100	Bacteroidetes	100	Bacteroidia	100	Bacteroidales	100	Bacteroidaceae	100	Phocaeicola	99.0
Otu218	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Mycobacteriales	100	Mycobacteriaceae	100	Mycobacterium	100.0
Otu201	Bacteria	100	Firmicutes	79	Clostridia	76	Clostridiales	76	Ruminococcaceae	48	Colidextribacter	46.0
Otu196	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Micrococcales	100	Micrococcaceae	99	Rothia	99.0
Otu229	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Clostridiales_Incertae Sedis XIII	99	Aminipila	54.0
Otu162	Bacteria	100	Firmicutes	99	Clostridia	95	Clostridiales	95	Clostridiales_Incertae Sedis XIII	61	Ihubacter	54.0
Otu258	Bacteria	100	Bacteroidetes	100	Bacteroidia	100	Bacteroidales	100	Bacteroidaceae	100	Bacteroides	98.0
Otu80	Bacteria	100	Firmicutes	98	Erysipelotrichia	96	Erysipelotrichales	96	Erysipelotrichaceae	96	Amedibacillus	49.0
Otu156	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Hungatella	47.0
Otu232	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Dorea	42.0
Otu245	Bacteria	100	Firmicutes	100	Erysipelotrichia	100	Erysipelotrichales	100	Erysipelotrichaceae	100	Catenibacterium	84.0
Otu273	Bacteria	100	Bacteroidetes	100	Bacteroidia	100	Bacteroidales	100	Muribaculaceae	100	Duncaniella	98.0
Otu286	Bacteria	100	Bacteroidetes	100	Bacteroidia	100	Bacteroidales	100	Muribaculaceae	96	Muribaculum	71.0
Otu249	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Mycobacteriales	100	Corynebacteriaceae	100	Corynebacterium	100.0
Otu178	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Clostridium XlVa	66.0
Otu161	Bacteria	100	Firmicutes	100	Bacilli	100	Bacillales	100	Staphylococcaceae	100	Staphylococcus	100.0
Otu114	Bacteria	100	Firmicutes	100	Clostridia	93	Clostridiales	93	Ruminococcaceae	86	Sporobacter	33.0
Otu92	Bacteria	100	Firmicutes	100	Erysipelotrichia	97	Erysipelotrichales	97	Erysipelotrichaceae	97	Amedibacillus	42.0
Otu164	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Clostridium XlVa	30.0
Otu197	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	100	Hydrogenoanaerobacterium	37.0
Otu184	Bacteria	100	Cyanobacteria/Chloroplast	100	Chloroplast	100	Chloroplast	100	Streptophyta	100		
Otu280	Bacteria	100	Bacteroidetes	100	Bacteroidia	100	Bacteroidales	100	Rikenellaceae	100	Alistipes	100.0
Otu188	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Propionibacteriales	100	Propionibacteriaceae	100	Cutibacterium	100.0
Otu233	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	100	Paludicola	54.0
Otu247	Bacteria	100	Firmicutes	89	Clostridia	77	Clostridiales	77	Clostridiales_Incertae Sedis XIII	14	Ihubacter	8.0
Otu243	Eukaryota	100	Plantae	100	Liliopsida	100	Poales	100	Poaceae	100	Zea	100.0
Otu261	Eukaryota	100	Plantae	100	Liliopsida	100	Poales	100	Poaceae	100	Zea	100.0
Otu284	Bacteria	100	Firmicutes	100	Clostridia	99	Clostridiales	99	Lachnospiraceae	98	Robinsoniella	4.0
Otu217	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	100	Anaerotruncus	97.0
Otu263	Bacteria	99	Firmicutes	93	Clostridia	65	Clostridiales	63	Lachnospiraceae	26	Anaerotaenia	6.0
Otu153	Bacteria	100	Proteobacteria	28	Gammaproteobacteria	19	Cellvibrionales	16	Cellvibrionaceae	16	Pseudoteredinibacter	14.0
Otu145	Bacteria	100	Firmicutes	98	Clostridia	98	Clostridiales	98	Lachnospiraceae	97	Marvinbryantia	51.0
Otu172	Bacteria	100	Firmicutes	99	Clostridia	97	Clostridiales	97	Lachnospiraceae	97	Merdimonas	27.0
Otu204	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Agathobacter	64.0
Otu242	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Pseudomonadales	100	Moraxellaceae	100	Acinetobacter	100.0
Otu250	Bacteria	100	Firmicutes	82	Clostridia	32	Clostridiales	31	Lachnospiraceae	21	Cuneatibacter	0.0
Otu91	Bacteria	100	Firmicutes	99	Clostridia	99	Clostridiales	99	Ruminococcaceae	90	Intestinimonas	70.0
Otu276	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Sphingomonadales	100	Sphingomonadaceae	100	Sphingomonas	100.0
Otu234	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Peptoniphilaceae	100	Finegoldia	100.0
Otu295	Bacteria	100	Firmicutes	100	Bacilli	100	Lactobacillales	100	Lactobacillaceae	100	Lactobacillus	79.0
Otu122	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	99	Clostridium XlVa	75.0
Otu4	Bacteria	100	Firmicutes	100	Bacilli	100	Lactobacillales	100	Streptococcaceae	100	Lactococcus	100.0
Otu14	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Peptostreptococcaceae	100	Romboutsia	100.0
Otu35	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	99	Stomatobaculum	37.0
Otu25	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	100	Acetanaerobacterium	42.0
Otu168	Bacteria	100	Firmicutes	90	Negativicutes	20	Selenomonadales	20	Sporomusaceae	17	Dendrosporobacter	9.0
Otu189	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Micrococcales	100	Dermacoccaceae	99	Dermacoccus	98.0
Otu132	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Blautia	88.0
Otu135	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	100	Paludicola	79.0
Otu212	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	99	Ruminococcus2	9.0
Otu182	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	99	Acetatifactor	81.0
Otu214	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhizobiales	100	Methylobacteriaceae	100	Methylorubrum	100.0
Otu239	Bacteria	100	Firmicutes	98	Clostridia	97	Clostridiales	97	Ruminococcaceae	82	Harryflintia	27.0
Otu200	Bacteria	100	Firmicutes	99	Clostridia	99	Clostridiales	99	Ruminococcaceae	99	Tepidibaculum	29.0
Otu255	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Schaedlerella	100.0
Otu222	Bacteria	100	Bacteroidetes	100	Bacteroidia	100	Bacteroidales	100	Rikenellaceae	100	Millionella	64.0
Otu225	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhizobiales	100	Phyllobacteriaceae	97	Mesorhizobium	97.0
Otu264	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Actinomycetales	100	Actinomycetaceae	100	Schaalia	96.0
Otu267	Bacteria	100	Firmicutes	92	Clostridia	92	Clostridiales	92	Ruminococcaceae	92	Intestinimonas	75.0
Otu241	Bacteria	100	Firmicutes	100	Bacilli	100	Lactobacillales	100	Enterococcaceae	100	Enterococcus	100.0
Otu288	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Micrococcales	100	Microbacteriaceae	100	Arenivirga	75.0
Otu213	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Peptoniphilaceae	100	Peptoniphilus	100.0
Otu253	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Mycobacteriales	100	Corynebacteriaceae	100	Corynebacterium	100.0
Otu117	Bacteria	100	Firmicutes	98	Clostridia	92	Clostridiales	92	Lachnospiraceae	16	Abyssivirga	14.0
Otu277	Bacteria	100	Verrucomicrobia	100	Verrucomicrobiae	100	Verrucomicrobiales	100	Akkermansiaceae	100	Akkermansia	100.0
Otu235	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Mycobacteriales	100	Gordoniaceae	99	Williamsia	99.0
Otu291	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Bifidobacteriales	100	Bifidobacteriaceae	100	Bifidobacterium	100.0
Otu180	Bacteria	100	Planctomycetes	100	Planctomycetacia	99	Planctomycetales	92	Gemmataceae	85	Gemmata	82.0
Otu221	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Mycobacteriales	100	Lawsonellaceae	100	Lawsonella	100.0
Otu240	Bacteria	100	Firmicutes	96	Clostridia	92	Clostridiales	92	Lachnospiraceae	87	Acetatifactor	17.0
Otu254	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	100	Massiliimalia	38.0
Otu268	Bacteria	100	Firmicutes	100	Clostridia	99	Clostridiales	99	Lachnospiraceae	99	Extibacter	46.0
Otu293	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	91	Sporobacter	37.0
Otu296	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Propionibacteriales	98	Nocardioidaceae	98	Nocardioides	97.0
Otu287	Bacteria	100	Actinobacteria	100	Coriobacteriia	99	Coriobacteriales	99	Atopobiaceae	99	Olsenella	96.0
