,Time,Subject,Assemblage,Value,log10Value
110,3,H11,A31,0.020735602553002535,-1.6832833400134006
111,3,H11,A32,0.014490005915053188,-1.838931437242805
112,3,H11,A33,0.005199214024702087,-2.284062304544887
113,3,H11,A34,0.00924323732801713,-2.0341758959382945
114,3,H11,A35,0.04431329901516438,-1.3534659166181702
115,3,H11,A36,0.024831980850547553,-1.6049886353326956
116,3,H11,A37,0.026391175341792406,-1.5785412678667938
117,3,H11,A38,0.010762090889969841,-1.9681033444911902
118,3,H11,A39,0.037159847704693674,-1.429926074580083
119,3,H11,A40,0.009385099016595632,-2.0275611410357883
120,4,H11,A1,0.005802195304539055,-2.2364076567370685
121,4,H11,A2,0.09761616986244917,-1.0104782366327465
122,4,H11,A3,0.015967510531656445,-1.7967627887232092
123,4,H11,A4,0.07044080329313875,-1.1521757000672208
124,4,H11,A5,0.024783034693449734,-1.6058455151542903
125,4,H11,A6,0.024517813539132474,-1.6105182621401195
126,4,H11,A7,0.08663551170378923,-1.0623040551450684
127,4,H11,A8,0.04330814281478524,-1.3634304397424362
128,4,H11,A9,0.02145341990236193,-1.6685034668202232
129,4,H11,A10,0.019064138310961425,-1.7197828198291707
130,4,H11,A11,0.010923529111780227,-1.9616370295651886
131,4,H11,A12,0.017293012890033425,-1.7621293348045148
132,4,H11,A13,0.022338872460648418,-1.6509387513849823
133,4,H11,A14,0.011531785717234016,-1.9381034362359164
134,4,H11,A15,0.008076575967483223,-2.0927727176406856
135,4,H11,A16,0.01162017914094031,-1.934787176651182
136,4,H11,A17,0.05812204965204001,-1.2356590788737551
137,4,H11,A18,0.013234117531217634,-1.878305012738168
138,4,H11,A19,0.05048280441388488,-1.2968565272257864
139,4,H11,A20,0.023843177112750708,-1.6226358751649255
140,4,H11,A21,0.022867111748084427,-1.6407886858996785
141,4,H11,A22,0.036483464574441314,-1.4379039265355893
142,4,H11,A23,0.010317569422069937,-1.9864226002774945
143,4,H11,A24,0.030961828514933586,-1.5091733990713074
144,4,H11,A25,0.032965176064521075,-1.4819446003799852
145,4,H11,A26,0.017658342852257192,-1.753050055225552
146,4,H11,A27,0.020694306845776736,-1.684149115680025
147,4,H11,A28,0.025638810724020005,-1.5911021237700071
148,4,H11,A29,0.02070839853864163,-1.6838534854968574
149,4,H11,A30,0.0128955821627751,-1.889559047138003
150,4,H11,A31,0.005247335476567969,-2.2800611692751094
151,4,H11,A32,0.011415367824491113,-1.9425100901682142
152,4,H11,A33,0.02129851608350873,-1.6716506538004
153,4,H11,A34,0.010113404799252749,-1.9951026093357156
154,4,H11,A35,0.010583367066457867,-1.9753761408315267
155,4,H11,A36,0.010082553575281053,-1.9964294616201592
156,4,H11,A37,0.010023893869947642,-1.9989635401723367
157,4,H11,A38,0.01888175801374018,-1.7239575725314786
158,4,H11,A39,0.014255829255096615,-1.8460075149074688
159,4,H11,A40,0.019852547887712717,-1.7021837477137367
160,5,H11,A1,0.0065370114126708356,-2.1846207568184415
161,5,H11,A2,0.03626687019504607,-1.4404899221055512
162,5,H11,A3,0.035422640804201364,-1.4507190647173607
163,5,H11,A4,0.14868824000656605,-0.8277233791728849
164,5,H11,A5,0.008209263275493867,-2.0856958160528074
165,5,H11,A6,0.045376949407160284,-1.3431647041357324
166,5,H11,A7,0.032195867370814084,-1.4921998703300765
167,5,H11,A8,0.03686494224518538,-1.4333864421519567
168,5,H11,A9,0.024188636702485382,-1.6163886082512828
169,5,H11,A10,0.022420931024476887,-1.6493463573789728
170,5,H11,A11,0.016681160166393965,-1.7777737476826212
171,5,H11,A12,0.010251322897151112,-1.9892200868169176
172,5,H11,A13,0.022155678131617607,-1.654514952727274
173,5,H11,A14,0.00574429373361636,-2.240763360613402
174,5,H11,A15,0.019335891670547424,-1.713635795731109
175,5,H11,A16,0.01475413741497323,-1.8310861759890198
176,5,H11,A17,0.02654642731603235,-1.5759939190773118
177,5,H11,A18,0.033707000013440847,-1.4722798987868295
178,5,H11,A19,0.07718958534672857,-1.112441292042026
179,5,H11,A20,0.0123721809736453,-1.9075537359950232
180,5,H11,A21,0.04778804066218436,-1.3206807754437506
181,5,H11,A22,0.02258609309606254,-1.6461588861032355
182,5,H11,A23,0.01704841076396406,-1.7683160992878804
183,5,H11,A24,0.028450855143368245,-1.5459046755443164
184,5,H11,A25,0.037531374020501974,-1.4256055358107709
185,5,H11,A26,0.015656390870921313,-1.8053083447998985
186,5,H11,A27,0.027153353289701046,-1.5661765297846655
187,5,H11,A28,0.013240671559702604,-1.8780899871563868
188,5,H11,A29,0.025545035349205138,-1.592693492004849
189,5,H11,A30,0.013562408674508333,-1.8676631732159206
190,5,H11,A31,0.0030617184061557056,-2.5140347549429225
191,5,H11,A32,0.012853220626479015,-1.890988037697856
192,5,H11,A33,0.022480023615062236,-1.6482032368802972
193,5,H11,A34,0.010897847081534564,-1.962659290404351
194,5,H11,A35,0.007691511898068711,-2.1139882838071054
195,5,H11,A36,0.008419457371579482,-2.074715897588554
196,5,H11,A37,0.011868714045267553,-1.9255963335558153
197,5,H11,A38,0.01119740025117062,-1.9508827976539045
198,5,H11,A39,0.008120245165191591,-2.09043085840876
199,5,H11,A40,0.019938203206285834,-1.7003139820702713
